trade_date,open_price,close_price
2015-08-07,278.740997,279.584991
2015-08-08,279.742004,260.997009
2015-08-09,261.115997,265.083008
2015-08-10,265.477997,264.470001
2015-08-11,264.34201,270.385986
2015-08-12,270.597992,266.376007
2015-08-13,266.183014,264.079987
2015-08-14,264.131989,265.679993
2015-08-15,265.528992,261.550995
2015-08-16,261.865997,258.506989
2015-08-17,258.48999,257.976013
2015-08-18,257.925995,211.078995
2015-08-19,225.671005,226.684006
2015-08-20,226.899002,235.350006
2015-08-21,235.354996,232.569
2015-08-22,232.662003,230.389999
2015-08-23,230.376007,228.169006
2015-08-24,228.112,210.494995
2015-08-25,210.067993,221.608994
2015-08-26,222.076004,225.830994
2015-08-27,226.050003,224.768997
2015-08-28,224.701004,231.395996
2015-08-29,231.548996,229.779999
2015-08-30,229.895004,228.761002
2015-08-31,229.113998,230.056
2015-09-01,230.255997,228.121002
2015-09-02,228.026993,229.283997
2015-09-03,229.324005,227.182999
2015-09-04,227.214996,230.298004
2015-09-05,230.199005,235.018997
2015-09-06,234.869995,239.839996
2015-09-07,239.934006,239.847
2015-09-08,239.845993,243.606995
2015-09-09,243.414993,238.167999
2015-09-10,238.335999,238.477005
2015-09-11,238.328995,240.106995
2015-09-12,239.854996,235.229004
2015-09-13,235.242004,230.511993
2015-09-14,230.608994,230.643997
2015-09-15,230.492004,230.304001
2015-09-16,230.25,229.091003
2015-09-17,229.076004,229.809998
2015-09-18,233.520996,232.975006
2015-09-19,232.858002,231.492996
2015-09-20,231.399002,231.212006
2015-09-21,231.216995,227.085007
2015-09-22,226.968994,230.617996
2015-09-23,230.936005,230.283005
2015-09-24,230.358002,234.529007
2015-09-25,234.362,235.143997
2015-09-26,235.076004,234.339996
2015-09-27,234.139008,232.757004
2015-09-28,232.835999,239.141998
2015-09-29,239.016006,236.686996
2015-09-30,236.639999,236.059998
2015-10-01,236.003998,237.548996
2015-10-02,237.264008,237.292999
2015-10-03,237.201996,238.729996
2015-10-04,238.531006,238.259003
2015-10-05,238.147003,240.382996
2015-10-06,240.363998,246.063004
2015-10-07,246.169998,242.968994
2015-10-08,243.074997,242.304001
2015-10-09,242.498001,243.931
2015-10-10,243.740005,244.940994
2015-10-11,244.742004,247.050003
2015-10-12,246.875,245.307999
2015-10-13,245.199997,249.507996
2015-10-14,249.492996,251.988998
2015-10-15,252.106995,254.320007
2015-10-16,254.296005,262.868988
2015-10-17,262.747009,270.640015
2015-10-18,270.907013,261.643005
2015-10-19,261.860992,263.437012
2015-10-20,263.571991,269.463013
2015-10-21,269.306,266.272003
2015-10-22,266.496002,274.02301
2015-10-23,273.648987,276.496002
2015-10-24,276.503998,281.653992
2015-10-25,281.445007,283.679993
2015-10-26,283.627991,285.299988
2015-10-27,285.181,293.787994
2015-10-28,293.703003,304.618011
2015-10-29,304.324005,313.855011
2015-10-30,313.942993,328.015015
2015-10-31,328.511993,314.165985
2015-11-01,315.005005,325.431
2015-11-02,325.941986,361.188995
2015-11-03,361.872986,403.416992
2015-11-04,403.664001,411.562988
2015-11-05,408.076996,386.354004
2015-11-06,388.046997,374.470001
2015-11-07,374.269012,386.481995
2015-11-08,384.278015,373.368011
2015-11-09,374.324005,380.256989
2015-11-10,379.984009,336.819
2015-11-11,339.820007,311.084015
2015-11-12,314.07901,338.152008
2015-11-13,338.497986,336.752991
2015-11-14,336.623993,332.906006
2015-11-15,333.050995,320.165985
2015-11-16,319.734985,330.751007
2015-11-17,330.362,335.093994
2015-11-18,334.592987,334.589996
2015-11-19,334.678986,326.148987
2015-11-20,326.411011,322.022003
2015-11-21,322.09201,326.927002
2015-11-22,326.975006,324.536011
2015-11-23,324.350006,323.04599
2015-11-24,323.014008,320.04599
2015-11-25,320.045013,328.205994
2015-11-26,328.303009,352.68399
2015-11-27,351.860992,358.041992
2015-11-28,357.140991,357.381012
2015-11-29,357.471985,371.294006
2015-11-30,371.437012,377.321014
2015-12-01,377.414001,362.488007
2015-12-02,361.845001,359.187012
2015-12-03,359.330994,361.04599
2015-12-04,361.261993,363.183014
2015-12-05,363.721008,388.949005
2015-12-06,389.554993,388.78299
2015-12-07,389.977997,395.536011
2015-12-08,395.753998,415.562988
2015-12-09,414.44101,417.562988
2015-12-10,417.988007,415.479004
2015-12-11,415.281006,451.937988
2015-12-12,452.334991,434.997009
2015-12-13,431.660004,433.755005
2015-12-14,433.272003,444.182007
2015-12-15,443.877991,465.321014
2015-12-16,465.208008,454.93399
2015-12-17,454.777008,456.078003
2015-12-18,455.846985,463.615997
2015-12-19,463.552002,462.321991
2015-12-20,462.234009,442.684998
2015-12-21,442.838013,438.639008
2015-12-22,437.436005,436.571991
2015-12-23,436.720001,442.401001
2015-12-24,443.091003,454.984985
2015-12-25,454.855011,455.653015
2015-12-26,455.756012,417.273987
2015-12-27,416.514008,422.822998
2015-12-28,423.342987,422.278992
2015-12-29,422.097992,432.983002
2015-12-30,433.299988,426.619995
2015-12-31,425.875,430.566986
2016-01-01,430.721008,434.334015
2016-01-02,434.622009,433.437988
2016-01-03,433.578003,430.010986
2016-01-04,430.061005,433.091003
2016-01-05,433.069,431.959991
2016-01-06,431.855988,429.105011
2016-01-07,430.010986,458.048004
2016-01-08,457.537994,453.230011
