trade_date,open_price,close_price
2015-08-07,4.06334,4.20828
2015-08-08,4.22099,3.85475
2015-08-09,3.84339,3.89859
2015-08-10,3.9008,3.94888
2015-08-11,3.94874,4.15955
2015-08-12,4.14334,3.98545
2015-08-13,3.97227,3.88034
2015-08-14,3.88069,4.02623
2015-08-15,4.02249,3.92546
2015-08-16,3.93203,3.95228
2015-08-17,3.96332,3.98396
2015-08-18,3.98368,3.46971
2015-08-19,3.47965,3.47782
2015-08-20,3.47081,3.60509
2015-08-21,3.60023,3.56502
2015-08-22,3.56256,3.51123
2015-08-23,3.51328,3.39447
2015-08-24,3.39258,2.99474
2015-08-25,2.98477,2.9372
2015-08-26,2.94969,2.94651
2015-08-27,2.94614,2.86605
2015-08-28,2.84239,2.90629
2015-08-29,2.91616,2.87651
2015-08-30,2.87156,2.8484
2015-08-31,2.85323,2.84207
2015-09-01,2.84742,2.82001
2015-09-02,2.81981,2.79545
2015-09-03,2.79669,2.63314
2015-09-04,2.63814,2.70112
2015-09-05,2.70205,2.91954
2015-09-06,2.91782,3.04807
2015-09-07,3.039,3.0459
2015-09-08,3.04737,3.04738
2015-09-09,3.04828,2.92392
2015-09-10,2.92465,2.94936
2015-09-11,2.94878,2.95746
2015-09-12,2.96257,2.82555
2015-09-13,2.82479,2.81594
2015-09-14,2.81492,2.84465
2015-09-15,2.8442,2.82319
2015-09-16,2.82994,2.80298
2015-09-17,2.80622,2.90637
2015-09-18,2.91062,2.95696
2015-09-19,2.95491,2.87358
2015-09-20,2.87507,2.84644
2015-09-21,2.85372,2.79913
2015-09-22,2.79847,2.84465
2015-09-23,2.85505,2.86555
2015-09-24,2.87151,2.92998
2015-09-25,2.93324,2.89286
2015-09-26,2.89472,2.88688
2015-09-27,2.88899,2.87116
2015-09-28,2.88133,3.0728
2015-09-29,3.10265,2.96999
2015-09-30,2.96609,3.00978
2015-10-01,3.0139,3.00192
2015-10-02,2.99683,2.9932
2015-10-03,2.99867,3.03008
2015-10-04,3.03292,3.01436
2015-10-05,3.02106,3.01599
2015-10-06,3.02012,3.14593
2015-10-07,3.14897,3.05858
2015-10-08,3.06134,3.06403
2015-10-09,3.06913,3.10797
2015-10-10,3.11235,3.10599
2015-10-11,3.10868,3.14504
2015-10-12,3.14903,3.1372
2015-10-13,3.13909,3.17974
2015-10-14,3.18153,3.14418
2015-10-15,3.14995,3.10489
2015-10-16,3.10864,3.10735
2015-10-17,3.11124,3.07154
2015-10-18,3.07411,3.02279
2015-10-19,3.03062,3.04797
2015-10-20,3.05258,3.0926
2015-10-21,3.09344,3.07515
2015-10-22,3.08079,3.11465
2015-10-23,3.12043,3.11154
2015-10-24,3.11266,3.09986
2015-10-25,3.10972,3.06579
2015-10-26,3.0711,3.10443
2015-10-27,3.10703,3.09455
2015-10-28,3.0993,3.10077
2015-10-29,3.10248,3.78221
2015-10-30,3.76857,4.06168
2015-10-31,4.08356,3.80433
2015-11-01,3.81509,3.9593
2015-11-02,3.98289,4.1649
2015-11-03,4.17497,4.5898
2015-11-04,4.5799,4.23022
2015-11-05,4.19955,3.96164
2015-11-06,3.94524,3.54801
2015-11-07,3.55124,3.59887
2015-11-08,3.61987,3.41907
2015-11-09,3.43286,3.39662
2015-11-10,3.40039,3.11515
2015-11-11,3.11711,2.96939
2015-11-12,2.97215,3.2787
2015-11-13,3.26864,3.22599
2015-11-14,3.22337,3.19461
2015-11-15,3.19864,3.0658
2015-11-16,3.06645,3.18945
2015-11-17,3.19037,3.20198
2015-11-18,3.19891,3.18551
2015-11-19,3.19123,3.13361
2015-11-20,3.13604,3.11557
2015-11-21,3.11744,3.15027
2015-11-22,3.16329,3.13683
2015-11-23,3.14389,3.1241
2015-11-24,3.13036,3.10783
2015-11-25,3.11383,3.34444
2015-11-26,3.35139,3.60834
2015-11-27,3.6014,3.57861
2015-11-28,3.57541,3.52259
2015-11-29,3.53436,3.66973
2015-11-30,3.66437,3.62122
2015-12-01,3.62608,3.4349
2015-12-02,3.43093,3.34225
2015-12-03,3.34672,3.37749
2015-12-04,3.38233,3.36181
2015-12-05,3.36994,3.52372
2015-12-06,3.52538,3.4731
2015-12-07,3.45255,3.64514
2015-12-08,3.64767,3.68692
2015-12-09,3.68282,3.66903
2015-12-10,3.66964,3.66394
2015-12-11,3.67299,3.83645
2015-12-12,3.84252,3.60633
2015-12-13,3.5963,3.62674
2015-12-14,3.63688,3.61457
2015-12-15,3.61842,3.83377
2015-12-16,3.83891,3.69892
2015-12-17,3.70411,3.74
2015-12-18,3.75132,3.75696
2015-12-19,3.76516,3.72062
2015-12-20,3.74056,3.53612
2015-12-21,3.54621,3.45869
2015-12-22,3.45878,3.41953
2015-12-23,3.43238,3.57807
2015-12-24,3.59019,3.644
2015-12-25,3.64888,3.62475
2015-12-26,3.64114,3.42442
2015-12-27,3.42032,3.47905
2015-12-28,3.47781,3.46603
2015-12-29,3.47063,3.50026
2015-12-30,3.512,3.45914
2015-12-31,3.4593,3.48017
2016-01-01,3.47952,3.50898
2016-01-02,3.51528,3.50216
2016-01-03,3.504,3.48307
2016-01-04,3.4791,3.49539
2016-01-05,3.492,3.46967
2016-01-06,3.46706,3.45356
2016-01-07,3.45007,3.60414
2016-01-08,3.5968,3.56888
2016-01-09,3.57435,3.56057
2016-01-10,3.55916,3.53672
2016-01-11,3.52627,3.55662
2016-01-12,3.55302,3.49368
2016-01-13,3.48998,3.47602
2016-01-14,3.47093,3.46599
2016-01-15,3.46404,2.99678
2016-01-16,2.96572,3.08694
2016-01-17,3.08732,3.02619
2016-01-18,3.01955,3.04896
2016-01-19,3.04766,3.01744
2016-01-20,3.0148,3.38853
2016-01-21,3.38423,3.22078
2016-01-22,3.23105,3.07657
2016-01-23,3.08203,3.10348
2016-01-24,3.11351,3.181
2016-01-25,3.18795,3.12728
2016-01-26,3.12537,3.15482
2016-01-27,3.15935,3.28745
2016-01-28,3.29286,3.12016
2016-01-29,3.1384,3.11138
2016-01-30,3.11813,3.0808
2016-01-31,3.09693,3.05216
2016-02-01,3.07343,3.07724
2016-02-02,3.08801,3.07587
2016-02-03,3.08639,3.04753
2016-02-04,3.05753,3.16277
2016-02-05,3.17151,3.13741
2016-02-06,3.14997,3.099
2016-02-07,3.1096,3.08596
2016-02-08,3.0919,3.06216
2016-02-09,3.07608,3.08155
2016-02-10,3.08898,3.09525
2016-02-11,3.11214,3.07562
2016-02-12,3.09224,3.11187
2016-02-13,3.11812,3.12969
2016-02-14,3.14773,3.21059
2016-02-15,3.23204,3.18251
2016-02-16,3.20227,3.20901
2016-02-17,3.22731,3.24103
2016-02-18,3.2452,3.25143
2016-02-19,3.26045,3.25279
2016-02-20,3.26811,3.45799
2016-02-21,3.45997,3.46427
2016-02-22,3.46592,3.48363
2016-02-23,3.48881,3.39693
2016-02-24,3.40327,3.37487
2016-02-25,3.38611,3.36552
2016-02-26,3.36949,3.41679
2016-02-27,3.42881,3.41288
2016-02-28,3.41416,3.44186
2016-02-29,3.4412,3.44611
2016-03-01,3.44835,3.43297
2016-03-02,3.43436,3.36502
2016-03-03,3.36374,3.32353
2016-03-04,3.3215,3.25023
2016-03-05,3.25172,3.19216
2016-03-06,3.19149,3.22165
2016-03-07,3.22162,3.26775
2016-03-08,3.27141,3.25422
2016-03-09,3.25055,3.27985
2016-03-10,3.27791,3.28755
2016-03-11,3.28632,3.3847
2016-03-12,3.39113,3.29018
2016-03-13,3.28942,3.3074
2016-03-14,3.30909,3.30352
2016-03-15,3.30329,3.30578
2016-03-16,3.30711,3.30939
2016-03-17,3.31136,3.30739
2016-03-18,3.30715,3.16981
